cert,fail_date
28814,1989-02-17
29149,1989-02-17
29383,1989-02-17
29400,1989-02-17
29936,1989-02-17
29965,1989-02-17
30050,1989-02-17
30186,1989-02-17
30522,1989-02-17
30608,1989-02-17
31242,1989-02-17
31399,1989-02-17
31420,1989-02-17
31532,1989-02-17
31614,1989-02-17
31927,1989-02-17
32471,1989-02-17
32535,1989-02-17
32552,1989-02-17
32585,1989-02-17
32621,1989-02-17
13830,1989-02-16
17537,1989-02-16
22078,1989-02-16
25335,1989-02-16
25812,1989-02-16
24359,1989-02-15
30685,1989-02-14
30540,1989-02-13
28553,1989-02-10
28782,1989-02-10
29423,1989-02-10
31095,1989-02-10
31136,1989-02-10
32159,1989-02-10
1178,1989-02-09
17326,1989-02-09
22233,1989-02-09
28503,1989-02-07
28560,1989-02-07
31503,1989-02-07
32549,1989-02-07
18363,1989-02-03
29752,1989-02-03
24562,1989-01-31
24537,1989-01-27
31846,1989-01-27
32024,1989-01-27
17063,1989-01-26
24705,1989-01-26
26205,1989-01-26
12718,1989-01-19
16374,1989-01-19
23350,1989-01-19
31743,1989-01-19
13440,1989-01-12
16837,1989-01-12
17220,1989-01-12
22239,1989-01-12
24297,1989-01-12
24959,1989-01-12
26655,1989-01-12
8139,1989-01-05
30162,1988-12-31
31946,1988-12-31
1259,1988-12-30
28164,1988-12-30
28323,1988-12-30
29251,1988-12-30
29610,1988-12-30
29959,1988-12-30
30228,1988-12-30
30420,1988-12-30
30607,1988-12-30
32492,1988-12-30
28907,1988-12-29
29405,1988-12-29
29808,1988-12-29
30825,1988-12-29
31504,1988-12-29
31562,1988-12-29
31797,1988-12-29
31860,1988-12-29
31979,1988-12-29
32042,1988-12-29
32074,1988-12-29
32272,1988-12-29
32311,1988-12-29
31244,1988-12-28
27653,1988-12-27
28252,1988-12-27
30535,1988-12-27
32564,1988-12-27
29447,1988-12-23
28461,1988-12-22
29077,1988-12-22
29166,1988-12-22
29212,1988-12-22
29219,1988-12-22
29352,1988-12-22
29494,1988-12-22
30648,1988-12-22
31044,1988-12-22
31064,1988-12-22
31333,1988-12-22
31348,1988-12-22
31563,1988-12-22
32299,1988-12-22
19743,1988-12-21
28275,1988-12-17
30666,1988-12-17
15670,1988-12-16
29459,1988-12-16
29556,1988-12-16
31182,1988-12-16
32147,1988-12-16
90047,1988-12-16
16351,1988-12-15
17654,1988-12-15
23777,1988-12-15
24614,1988-12-15
25747,1988-12-15
28891,1988-12-15
29097,1988-12-15
30640,1988-12-15
32125,1988-12-14
30082,1988-12-12
143,1988-12-09
30760,1988-12-09
31889,1988-12-09
2319,1988-12-08
4080,1988-12-08
24664,1988-12-08
19092,1988-12-01
24351,1988-12-01
25188,1988-12-01
25606,1988-12-01
28596,1988-12-01
29181,1988-12-01
29362,1988-12-01
31752,1988-12-01
18554,1988-11-18
31659,1988-11-18
18591,1988-11-17
22871,1988-11-17
24492,1988-11-16
4103,1988-11-10
11783,1988-11-10
22342,1988-11-10
23192,1988-11-10
23979,1988-11-10
32109,1988-11-10
10836,1988-11-04
26220,1988-11-03
28293,1988-11-02
28437,1988-11-01
29971,1988-11-01
20955,1988-10-27
23454,1988-10-27
25121,1988-10-27
28196,1988-10-25
20941,1988-10-20
25855,1988-10-20
27636,1988-10-14
27701,1988-10-14
29319,1988-10-14
29883,1988-10-14
30336,1988-10-14
30576,1988-10-14
30651,1988-10-14
31081,1988-10-14
31842,1988-10-14
31963,1988-10-14
32128,1988-10-14
27999,1988-10-12
29025,1988-10-12
29978,1988-10-12
32189,1988-10-07
25701,1988-10-06
32155,1988-10-06
8040,1988-10-03
8837,1988-09-30
29080,1988-09-30
29746,1988-09-30
30362,1988-09-30
30497,1988-09-30
30945,1988-09-30
31459,1988-09-30
31692,1988-09-30
32264,1988-09-30
8979,1988-09-29
30625,1988-09-26
24400,1988-09-23
31403,1988-09-23
32005,1988-09-23
5998,1988-09-22
9878,1988-09-22
22992,1988-09-22
28118,1988-09-21
31299,1988-09-21
24189,1988-09-16
32072,1988-09-16
22466,1988-09-15
23492,1988-09-15
24762,1988-09-15
24977,1988-09-15
25251,1988-09-15
28957,1988-09-09
30979,1988-09-09
16582,1988-09-08
28559,1988-09-07
28910,1988-09-07
31202,1988-09-06
5798,1988-09-01
12312,1988-09-01
14483,1988-09-01
20087,1988-09-01
20184,1988-09-01
25101,1988-09-01
25699,1988-09-01
28020,1988-09-01
28547,1988-09-01
29779,1988-09-01
30834,1988-09-01
31533,1988-09-01
28245,1988-08-31
28357,1988-08-31
28648,1988-08-31
28661,1988-08-31
28734,1988-08-31
28737,1988-08-31
29013,1988-08-31
29573,1988-08-31
29625,1988-08-31
30146,1988-08-31
31988,1988-08-31
32077,1988-08-31
17163,1988-08-26
27854,1988-08-26
29500,1988-08-26
30200,1988-08-26
30533,1988-08-26
30868,1988-08-26
31295,1988-08-26
31296,1988-08-26
31822,1988-08-26
31881,1988-08-26
22845,1988-08-25
25143,1988-08-25
25760,1988-08-25
497,1988-08-19
28412,1988-08-19
30263,1988-08-19
30773,1988-08-19
31641,1988-08-19
31684,1988-08-19
31892,1988-08-19
18506,1988-08-18
24194,1988-08-18
25811,1988-08-18
28869,1988-08-18
29390,1988-08-18
30520,1988-08-18
30828,1988-08-18
30978,1988-08-18
31580,1988-08-18
31750,1988-08-18
31967,1988-08-18
31985,1988-08-18
32124,1988-08-18
16077,1988-08-11
21508,1988-08-11
25017,1988-08-11
28127,1988-08-11
29050,1988-08-11
29944,1988-08-11
29848,1988-08-10
17439,1988-08-09
13644,1988-08-04
24139,1988-08-03
26723,1988-08-02
28310,1988-08-02
1181,1988-07-29
1188,1988-07-29
1717,1988-07-29
3065,1988-07-29
3084,1988-07-29
3118,1988-07-29
3147,1988-07-29
3153,1988-07-29
3165,1988-07-29
3173,1988-07-29
3189,1988-07-29
3200,1988-07-29
3209,1988-07-29
3234,1988-07-29
3246,1988-07-29
3249,1988-07-29
3262,1988-07-29
3315,1988-07-29
3349,1988-07-29
3354,1988-07-29
3369,1988-07-29
3391,1988-07-29
3408,1988-07-29
5513,1988-07-29
5537,1988-07-29
5563,1988-07-29
5572,1988-07-29
5586,1988-07-29
9018,1988-07-29
13743,1988-07-29
14819,1988-07-29
14950,1988-07-29
15643,1988-07-29
17422,1988-07-29
17492,1988-07-29
18832,1988-07-29
18932,1988-07-29
22118,1988-07-29
22921,1988-07-29
24782,1988-07-29
26315,1988-07-29
28575,1988-07-29
11146,1988-07-28
25791,1988-07-28
29707,1988-07-28
30302,1988-07-28
31388,1988-07-28
4040,1988-07-21
5096,1988-07-21
29400,1988-07-21
31898,1988-07-21
25762,1988-07-15
18351,1988-07-14
19965,1988-07-14
23082,1988-07-14
23380,1988-07-14
25765,1988-07-14
31875,1988-07-08
18167,1988-06-30
23056,1988-06-30
25816,1988-06-30
21347,1988-06-29
32022,1988-06-24
32121,1988-06-24
20071,1988-06-23
25793,1988-06-23
26356,1988-06-23
23942,1988-06-22
30983,1988-06-22
19817,1988-06-17
24300,1988-06-16
24345,1988-06-16
20928,1988-06-14
24054,1988-06-09
29402,1988-06-06
28976,1988-06-03
15905,1988-06-02
17153,1988-06-02
18512,1988-06-02
22111,1988-06-02
24069,1988-06-02
24190,1988-06-02
29289,1988-06-02
22511,1988-05-27
15909,1988-05-26
23416,1988-05-26
25248,1988-05-26
32008,1988-05-26
28802,1988-05-25
32034,1988-05-24
24559,1988-05-19
6086,1988-05-18
27750,1988-05-18
30641,1988-05-18
30923,1988-05-18
30946,1988-05-18
23529,1988-05-13
29569,1988-05-13
31151,1988-05-13
31737,1988-05-13
32062,1988-05-13
32463,1988-05-13
12295,1988-05-12
15745,1988-05-06
22284,1988-05-05
24999,1988-05-05
21787,1988-04-29
27844,1988-04-29
23349,1988-04-28
10892,1988-04-25
20229,1988-04-22
20327,1988-04-22
22611,1988-04-21
25274,1988-04-21
1211,1988-04-20
1722,1988-04-20
3093,1988-04-20
3120,1988-04-20
3227,1988-04-20
3316,1988-04-20
3318,1988-04-20
3344,1988-04-20
3374,1988-04-20
3409,1988-04-20
5506,1988-04-20
5562,1988-04-20
9977,1988-04-20
10357,1988-04-20
11914,1988-04-20
13702,1988-04-20
15721,1988-04-20
16524,1988-04-20
16543,1988-04-20
16560,1988-04-20
17133,1988-04-20
17299,1988-04-20
17343,1988-04-20
17911,1988-04-20
18079,1988-04-20
18151,1988-04-20
18436,1988-04-20
18556,1988-04-20
18563,1988-04-20
19265,1988-04-20
19410,1988-04-20
19667,1988-04-20
19810,1988-04-20
20003,1988-04-20
20029,1988-04-20
20255,1988-04-20
20411,1988-04-20
20729,1988-04-20
20779,1988-04-20
20979,1988-04-20
20980,1988-04-20
21044,1988-04-20
21101,1988-04-20
21190,1988-04-20
21381,1988-04-20
21876,1988-04-20
21907,1988-04-20
22038,1988-04-20
22285,1988-04-20
22816,1988-04-20
23055,1988-04-20
23237,1988-04-20
23526,1988-04-20
24061,1988-04-20
24063,1988-04-20
24358,1988-04-20
24607,1988-04-20
24723,1988-04-20
24759,1988-04-20
26339,1988-04-20
16353,1988-04-19
15811,1988-04-15
26701,1988-04-15
90027,1988-04-15
22188,1988-04-14
24765,1988-04-14
27866,1988-04-12
30061,1988-04-11
31950,1988-04-11
15081,1988-04-08
28456,1988-04-08
13667,1988-04-07
24390,1988-04-07
17112,1988-03-31
20260,1988-03-31
24978,1988-03-25
17293,1988-03-24
20702,1988-03-24
1930,1988-03-18
13640,1988-03-18
19898,1988-03-17
25783,1988-03-15
26227,1988-03-11
28766,1988-03-11
29770,1988-03-11
29982,1988-03-11
30818,1988-03-11
31371,1988-03-11
4074,1988-03-10
8100,1988-03-10
13254,1988-03-10
14241,1988-03-10
18598,1988-03-10
23547,1988-03-10
26546,1988-03-10
29265,1988-03-10
17726,1988-03-03
25331,1988-03-03
20273,1988-02-25
23972,1988-02-25
25743,1988-02-25
15862,1988-02-18
22920,1988-02-18
10155,1988-02-12
18806,1988-02-12
23395,1988-02-12
25288,1988-02-12
19303,1988-02-11
24836,1988-02-11
29246,1988-02-10
29257,1988-02-10
30823,1988-02-10
18495,1988-02-05
5832,1988-02-03
25194,1988-01-29
32118,1988-01-29
16489,1988-01-28
18462,1988-01-28
22183,1988-01-28
23511,1988-01-28
10957,1988-01-27
23038,1988-01-22
15867,1988-01-21
19759,1988-01-21
20650,1988-01-21
23042,1988-01-21
23971,1988-01-21
24965,1988-01-21
14376,1988-01-20
31593,1988-01-15
3352,1988-01-14
19779,1988-01-14
24333,1988-01-14
19546,1988-01-13
23931,1988-01-08
12133,1988-01-07
26540,1988-01-07
28448,1987-12-31
28544,1987-12-31
31327,1987-12-31
31515,1987-12-31
29947,1987-12-30
30047,1987-12-30
31835,1987-12-30
14094,1987-12-29
28015,1987-12-29
22904,1987-12-18
16616,1987-12-17
18679,1987-12-17
20098,1987-12-17
28160,1987-12-16
28979,1987-12-16
17334,1987-12-11
22326,1987-12-11
30411,1987-12-11
3406,1987-12-10
18298,1987-12-10
22990,1987-12-10
24703,1987-12-10
25000,1987-12-10
4070,1987-12-03
5450,1987-12-03
8783,1987-12-03
9813,1987-12-03
16449,1987-12-03
16554,1987-12-03
18360,1987-12-03
18844,1987-12-03
23205,1987-12-03
24921,1987-12-03
4295,1987-11-19
13606,1987-11-19
13620,1987-11-19
18619,1987-11-19
28921,1987-11-17
19676,1987-11-13
31155,1987-11-13
31441,1987-11-12
16966,1987-11-10
20597,1987-11-10
22945,1987-11-10
28784,1987-10-31
17442,1987-10-30
21579,1987-10-30
22316,1987-10-30
31962,1987-10-23
17493,1987-10-22
17510,1987-10-22
21951,1987-10-22
24196,1987-10-22
19799,1987-10-21
28147,1987-10-20
17888,1987-10-16
23473,1987-10-16
10252,1987-10-15
23033,1987-10-15
31605,1987-10-15
2309,1987-10-08
2310,1987-10-08
2998,1987-10-08
12185,1987-10-02
8605,1987-10-01
17852,1987-10-01
18867,1987-10-01
24066,1987-10-01
24560,1987-10-01
22857,1987-09-28
22026,1987-09-25
425,1987-09-24
13607,1987-09-24
17653,1987-09-24
29296,1987-09-24
31527,1987-09-19
8720,1987-09-18
31665,1987-09-18
13925,1987-09-17
18440,1987-09-17
25733,1987-09-17
25735,1987-09-17
9768,1987-09-11
13403,1987-09-11
10711,1987-09-10
21279,1987-09-10
4108,1987-09-03
4210,1987-09-03
22222,1987-08-28
18088,1987-08-27
25329,1987-08-27
9753,1987-08-21
401,1987-08-20
19164,1987-08-20
25742,1987-08-20
31778,1987-08-20
31663,1987-08-19
20345,1987-08-14
2313,1987-08-13
3359,1987-08-13
4136,1987-08-13
23670,1987-08-07
433,1987-08-06
6004,1987-08-06
29902,1987-08-06
30957,1987-08-06
15276,1987-07-31
29273,1987-07-31
4104,1987-07-30
4234,1987-07-30
13152,1987-07-30
25647,1987-07-30
5993,1987-07-23
25285,1987-07-23
28887,1987-07-23
3164,1987-07-17
14618,1987-07-17
16658,1987-07-17
18318,1987-07-17
18833,1987-07-17
19014,1987-07-17
20131,1987-07-17
22115,1987-07-17
22662,1987-07-17
23235,1987-07-17
23355,1987-07-17
9972,1987-07-09
25652,1987-07-09
18279,1987-07-02
22311,1987-07-02
28327,1987-07-02
29043,1987-07-02
29917,1987-06-30
29862,1987-06-29
12190,1987-06-26
23131,1987-06-26
4073,1987-06-25
18816,1987-06-25
9321,1987-06-24
1947,1987-06-18
29814,1987-06-18
23207,1987-06-12
26362,1987-06-12
32130,1987-06-12
3346,1987-06-11
17382,1987-06-11
24885,1987-06-11
31055,1987-06-11
9806,1987-06-05
16605,1987-06-04
20065,1987-06-04
5275,1987-05-29
26199,1987-05-28
317,1987-05-21
20792,1987-05-21
24487,1987-05-21
31130,1987-05-20
32138,1987-05-15
5135,1987-05-14
14279,1987-05-14
16684,1987-05-14
19324,1987-05-14
16043,1987-05-13
9426,1987-05-08
16357,1987-05-08
506,1987-05-07
24569,1987-05-07
26207,1987-05-06
16098,1987-04-30
18595,1987-04-30
22548,1987-04-29
31804,1987-04-24
20304,1987-04-23
26201,1987-04-23
76,1987-04-22
11426,1987-04-22
16291,1987-04-16
20724,1987-04-16
24467,1987-04-16
32204,1987-04-16
10094,1987-04-10
16617,1987-04-10
32028,1987-04-10
4047,1987-04-09
8316,1987-04-09
24161,1987-04-09
24791,1987-04-09
31440,1987-04-03
4685,1987-04-02
8803,1987-03-27
31880,1987-03-27
9466,1987-03-26
32050,1987-03-25
30681,1987-03-24
4243,1987-03-20
13095,1987-03-20
24789,1987-03-20
29821,1987-03-20
31171,1987-03-20
31893,1987-03-20
32156,1987-03-20
1108,1987-03-19
3139,1987-03-19
16856,1987-03-19
32183,1987-03-18
411,1987-03-17
8846,1987-03-13
29828,1987-03-13
30467,1987-03-13
3372,1987-03-12
20915,1987-03-12
23445,1987-03-12
24822,1987-03-12
32163,1987-03-06
14426,1987-03-05
18994,1987-03-05
24262,1987-03-05
25326,1987-03-05
9101,1987-03-04
3695,1987-02-27
28129,1987-02-27
30623,1987-02-27
17947,1987-02-26
19331,1987-02-26
24356,1987-02-26
24068,1987-02-25
5579,1987-02-20
19257,1987-02-20
24990,1987-02-19
14742,1987-02-13
21627,1987-02-13
31115,1987-02-13
31913,1987-02-13
18773,1987-02-12
24039,1987-02-12
25193,1987-02-12
24056,1987-02-11
10496,1987-02-05
17267,1987-02-05
24274,1987-02-05
24709,1987-02-05
4372,1987-01-29
8444,1987-01-29
15143,1987-01-29
19522,1987-01-29
20694,1987-01-29
25633,1987-01-29
2609,1987-01-23
23282,1987-01-23
32176,1987-01-23
14627,1987-01-22
28309,1987-01-16
31169,1987-01-16
31598,1987-01-16
4189,1987-01-15
17475,1987-01-15
23829,1987-01-15
24423,1987-01-15
12548,1987-01-09
4159,1987-01-08
18756,1987-01-08
25053,1987-01-08
20492,1986-12-31
27865,1986-12-31
15886,1986-12-29
29096,1986-12-22
1407,1986-12-19
11936,1986-12-19
12294,1986-12-18
24388,1986-12-18
24638,1986-12-18
29295,1986-12-16
29461,1986-12-12
29648,1986-12-12
14262,1986-12-09
4069,1986-12-05
29048,1986-12-05
5258,1986-12-04
15371,1986-12-04
19094,1986-12-04
15409,1986-11-26
4166,1986-11-24
31493,1986-11-21
32105,1986-11-21
3547,1986-11-20
19098,1986-11-20
24855,1986-11-20
18871,1986-11-14
24395,1986-11-14
13570,1986-11-13
10995,1986-11-07
24081,1986-11-07
1428,1986-11-06
1620,1986-11-06
4090,1986-11-06
12998,1986-11-06
23504,1986-11-05
20758,1986-10-31
27649,1986-10-31
5437,1986-10-23
19010,1986-10-23
22145,1986-10-23
27712,1986-10-23
30071,1986-10-23
23409,1986-10-17
28527,1986-10-10
32157,1986-10-10
24727,1986-10-09
22869,1986-10-03
14957,1986-10-02
24201,1986-10-02
24270,1986-10-02
31384,1986-10-01
17532,1986-09-26
16861,1986-09-25
23738,1986-09-25
21038,1986-09-19
31338,1986-09-19
21149,1986-09-18
28664,1986-09-12
30438,1986-09-12
31615,1986-09-11
19167,1986-09-10
10673,1986-09-04
20616,1986-09-04
20178,1986-08-30
28326,1986-08-29
28520,1986-08-29
31870,1986-08-29
18749,1986-08-28
23248,1986-08-28
25047,1986-08-28
31902,1986-08-27
32123,1986-08-27
3051,1986-08-21
9662,1986-08-21
20116,1986-08-21
13714,1986-08-20
15603,1986-08-15
8112,1986-08-14
16698,1986-08-14
23229,1986-08-08
31959,1986-08-08
4088,1986-08-07
16800,1986-08-07
17310,1986-08-07
18377,1986-08-07
27888,1986-08-01
1186,1986-07-31
4068,1986-07-31
5409,1986-07-31
15109,1986-07-31
21622,1986-07-25
23021,1986-07-25
28328,1986-07-25
30768,1986-07-25
4492,1986-07-24
14111,1986-07-24
31173,1986-07-23
8438,1986-07-18
20355,1986-07-18
32044,1986-07-18
2230,1986-07-17
12142,1986-07-17
16969,1986-07-17
19579,1986-07-17
20457,1986-07-17
4164,1986-07-14
32103,1986-07-14
9730,1986-07-11
28681,1986-07-09
21676,1986-07-02
257,1986-06-27
15896,1986-06-27
26439,1986-06-27
28149,1986-06-27
28491,1986-06-27
8765,1986-06-26
22275,1986-06-26
13050,1986-06-20
4637,1986-06-19
16683,1986-06-19
8142,1986-06-13
21889,1986-06-13
24296,1986-06-12
23807,1986-06-06
28240,1986-06-06
31727,1986-06-06
18093,1986-06-05
32314,1986-05-31
8315,1986-05-30
22456,1986-05-30
4157,1986-05-29
25297,1986-05-29
14034,1986-05-28
16382,1986-05-23
20857,1986-05-23
20912,1986-05-23
32199,1986-05-22
14767,1986-05-15
24645,1986-05-15
2864,1986-05-09
19216,1986-05-09
4215,1986-05-08
4055,1986-05-01
4426,1986-05-01
4742,1986-05-01
28563,1986-04-30
3088,1986-04-24
18534,1986-04-24
16943,1986-04-22
21531,1986-04-18
13925,1986-04-16
31989,1986-04-16
31550,1986-04-14
31943,1986-04-14
32059,1986-04-14
23920,1986-04-11
4452,1986-04-10
11451,1986-04-10
14308,1986-04-10
30342,1986-04-04
22774,1986-04-03
23190,1986-04-03
14389,1986-03-28
22432,1986-03-28
31702,1986-03-28
9951,1986-03-27
11911,1986-03-27
17616,1986-03-27
31927,1986-03-27
30966,1986-03-21
12667,1986-03-20
31380,1986-03-20
31632,1986-03-20
1405,1986-03-14
31186,1986-03-14
31590,1986-03-14
9391,1986-03-07
5482,1986-03-06
13920,1986-03-06
3224,1986-02-27
19405,1986-02-21
23151,1986-02-21
29920,1986-02-21
16740,1986-02-14
20859,1986-02-14
25162,1986-02-14
32006,1986-02-14
32215,1986-02-14
32058,1986-02-12
11484,1986-02-07
20572,1986-02-07
31645,1986-02-07
4422,1986-02-06
32149,1986-01-31
32273,1986-01-30
22715,1986-01-24
22818,1986-01-24
21722,1986-01-17
22670,1986-01-17
8147,1986-01-10
4798,1986-01-09
8976,1986-01-09
32205,1986-01-09
29406,1986-01-02
16074,1985-12-31
30611,1985-12-31
22698,1985-12-20
30507,1985-12-20
31117,1985-12-20
1917,1985-12-20
16732,1985-12-19
18726,1985-12-19
8299,1985-12-19
8596,1985-12-19
12460,1985-12-13
23977,1985-12-13
24449,1985-12-13
31321,1985-12-06
31354,1985-12-06
1433,1985-12-05
4115,1985-12-05
31792,1985-12-04
27622,1985-12-02
30731,1985-12-02
30914,1985-12-02
28890,1985-12-01
31761,1985-11-26
30952,1985-11-25
20533,1985-11-22
21691,1985-11-22
11931,1985-11-22
13160,1985-11-21
2306,1985-11-21
4740,1985-11-21
8562,1985-11-21
5550,1985-11-14
14271,1985-11-08
18859,1985-11-08
23218,1985-11-01
23892,1985-11-01
27972,1985-11-01
10116,1985-11-01
31841,1985-10-28
14670,1985-10-18
19383,1985-10-18
23024,1985-10-18
32032,1985-10-18
12189,1985-10-18
2321,1985-10-17
525,1985-10-11
4602,1985-10-11
15756,1985-10-10
28422,1985-10-04
24573,1985-10-03
15919,1985-10-01
27873,1985-10-01
30922,1985-10-01
18760,1985-09-27
31652,1985-09-27
32207,1985-09-27
4207,1985-09-27
1148,1985-09-25
30916,1985-09-20
12743,1985-09-18
21562,1985-09-13
20490,1985-09-12
24106,1985-09-12
23209,1985-09-06
30676,1985-09-06
6096,1985-09-04
27766,1985-09-03
16798,1985-08-30
28124,1985-08-30
16084,1985-08-28
19574,1985-08-28
31749,1985-08-28
32083,1985-08-23
10501,1985-08-23
31818,1985-08-20
32055,1985-08-16
55,1985-08-16
24761,1985-08-15
15380,1985-08-14
31906,1985-08-09
10085,1985-08-09
18907,1985-08-08
29540,1985-08-07
14180,1985-08-06
29527,1985-08-02
10970,1985-08-02
11828,1985-08-02
18862,1985-08-01
29071,1985-08-01
20699,1985-07-25
28490,1985-07-25
12423,1985-07-25
18928,1985-07-23
4745,1985-07-23
22851,1985-07-19
28504,1985-07-19
10625,1985-07-19
17962,1985-07-18
32016,1985-07-18
3166,1985-07-18
22163,1985-07-11
14837,1985-07-05
10510,1985-07-02
31839,1985-07-01
4968,1985-06-28
31940,1985-06-26
28913,1985-06-25
31480,1985-06-25
31891,1985-06-25
32015,1985-06-25
32029,1985-06-25
32098,1985-06-25
13153,1985-06-21
22452,1985-06-21
28745,1985-06-21
4165,1985-06-21
10507,1985-06-20
1602,1985-06-14
11613,1985-06-14
4657,1985-06-13
18551,1985-06-11
31323,1985-06-07
31674,1985-06-07
28621,1985-06-06
13790,1985-05-31
13797,1985-05-31
18388,1985-05-31
18738,1985-05-31
19117,1985-05-31
30965,1985-05-31
5177,1985-05-31
9477,1985-05-31
29052,1985-05-28
19076,1985-05-23
30054,1985-05-22
21757,1985-05-16
23889,1985-05-16
28448,1985-05-10
5813,1985-05-09
16573,1985-05-03
10599,1985-05-03
27832,1985-05-02
30728,1985-05-02
30934,1985-05-02
11775,1985-05-02
29279,1985-05-01
20708,1985-04-26
12414,1985-04-26
29769,1985-04-23
3057,1985-04-18
3294,1985-04-18
16255,1985-04-12
21984,1985-04-12
28447,1985-04-12
17466,1985-04-10
22159,1985-04-05
2336,1985-04-04
23408,1985-03-29
22387,1985-03-25
10811,1985-03-15
32171,1985-03-08
949,1985-03-08
8345,1985-03-08
19064,1985-03-01
16248,1985-02-19
10997,1985-02-15
14563,1985-02-14
22673,1985-02-08
2393,1985-02-08
4093,1985-02-07
4523,1985-02-07
22822,1985-02-01
17833,1985-01-25
13812,1985-01-24
4141,1985-01-24
22757,1985-01-11
18751,1985-01-07
22433,1985-01-04
30066,1985-01-01
32067,1985-01-01
22160,1984-12-22
17700,1984-12-20
20978,1984-12-18
21505,1984-12-11
18946,1984-12-07
31987,1984-12-07
22999,1984-12-04
2378,1984-11-30
12429,1984-11-29
21016,1984-11-16
30848,1984-11-16
31848,1984-11-16
31877,1984-11-16
31883,1984-11-16
31890,1984-11-16
4671,1984-10-25
1994,1984-10-24
8342,1984-10-24
16646,1984-10-24
8985,1984-10-19
11008,1984-10-12
16991,1984-10-12
12867,1984-10-10
9883,1984-10-05
30939,1984-10-02
28764,1984-10-01
31617,1984-10-01
16148,1984-09-28
2304,1984-09-21
27781,1984-09-21
22369,1984-09-20
16531,1984-09-19
19119,1984-09-14
233,1984-09-07
29456,1984-09-07
13256,1984-09-06
29892,1984-09-01
22485,1984-08-31
28418,1984-08-28
31284,1984-08-28
9219,1984-08-24
4780,1984-08-22
14422,1984-08-16
23765,1984-08-16
10480,1984-08-10
14796,1984-08-10
28546,1984-08-10
3895,1984-08-09
31414,1984-08-01
10699,1984-07-24
31392,1984-07-24
18510,1984-07-19
29182,1984-07-18
3782,1984-07-12
16654,1984-06-29
9175,1984-06-27
4424,1984-06-21
12213,1984-06-18
5631,1984-06-15
9009,1984-06-15
20188,1984-06-15
23362,1984-06-08
31644,1984-06-08
9054,1984-06-05
22848,1984-06-01
24098,1984-05-24
11791,1984-05-18
21410,1984-05-18
21891,1984-05-18
22568,1984-05-18
3622,1984-05-17
31636,1984-05-16
17036,1984-05-11
18112,1984-05-11
23358,1984-05-08
5239,1984-05-04
19091,1984-05-04
22861,1984-05-04
23335,1984-05-04
1472,1984-04-27
22744,1984-04-27
18527,1984-04-26
4380,1984-04-19
9312,1984-04-19
18961,1984-04-13
20227,1984-04-06
22210,1984-04-06
31836,1984-04-03
29184,1984-04-02
30911,1984-04-01
15783,1984-03-16
22093,1984-03-16
31716,1984-03-14
14598,1984-03-09
22784,1984-03-02
22922,1984-03-02
30102,1984-03-01
1177,1984-02-17
19282,1984-02-10
10466,1984-02-08
843,1984-02-03
22929,1984-02-03
20567,1984-01-27
31584,1984-01-27
9960,1984-01-20
4971,1984-01-06
31558,1983-12-30
27882,1983-12-27
431,1983-12-16
1731,1983-12-13
23674,1983-12-09
31114,1983-12-02
30478,1983-12-01
11692,1983-11-25
28768,1983-11-14
29453,1983-11-14
31275,1983-11-14
31557,1983-11-14
2166,1983-11-11
31281,1983-11-03
30642,1983-10-28
3343,1983-10-14
30396,1983-10-14
22807,1983-10-07
15955,1983-10-01
17957,1983-09-30
19609,1983-09-30
28181,1983-09-30
31178,1983-09-30
20736,1983-09-16
16614,1983-09-02
28365,1983-09-01
28881,1983-08-31
29255,1983-08-31
29651,1983-08-31
30170,1983-08-31
30932,1983-08-31
22577,1983-08-26
17815,1983-08-12
30861,1983-08-12
3643,1983-08-05
9572,1983-08-05
28457,1983-08-05
31603,1983-08-05
31885,1983-08-05
8429,1983-07-29
22765,1983-07-29
30484,1983-07-22
4963,1983-07-08
13189,1983-07-08
16946,1983-07-08
31172,1983-07-08
29843,1983-07-05
27620,1983-07-01
23501,1983-06-30
19261,1983-06-24
28255,1983-06-24
31288,1983-06-24
6066,1983-06-17
30549,1983-06-10
31475,1983-06-10
31640,1983-06-06
29489,1983-06-03
31207,1983-06-02
27994,1983-05-31
1473,1983-05-27
4925,1983-05-27
20332,1983-05-27
20494,1983-05-27
21030,1983-05-27
21364,1983-05-27
1483,1983-05-06
18550,1983-04-29
22808,1983-04-29
27784,1983-04-28
15301,1983-04-15
30354,1983-04-11
1810,1983-04-08
23143,1983-04-08
30841,1983-04-06
31863,1983-04-01
23043,1983-03-25
16290,1983-03-24
31338,1983-03-21
20461,1983-03-18
22310,1983-03-18
23085,1983-03-11
31258,1983-03-05
31306,1983-03-05
29964,1983-03-04
27823,1983-03-01
28324,1983-03-01
28333,1983-02-28
30814,1983-02-28
19020,1983-02-25
23035,1983-02-18
4943,1983-02-14
22880,1983-02-12
30558,1983-02-12
15748,1983-02-09
16065,1983-02-09
30092,1983-02-03
8593,1983-01-21
31620,1983-01-14
29586,1983-01-06
28872,1982-12-20
29117,1982-12-20
29159,1982-12-20
29229,1982-12-20
29736,1982-12-20
29969,1982-12-20
30366,1982-12-20
31439,1982-12-20
31574,1982-12-20
30018,1982-12-17
9874,1982-12-16
8287,1982-12-10
3334,1982-11-19
30729,1982-11-19
28076,1982-11-15
29218,1982-11-15
