cert,fail_date
12527,1982-11-12
6799,1982-11-05
22364,1982-11-05
9053,1982-11-02
28987,1982-10-22
31651,1982-10-22
15931,1982-10-15
28203,1982-10-12
28297,1982-10-12
18505,1982-10-08
4168,1982-10-03
29326,1982-10-01
30216,1982-10-01
30472,1982-10-01
31301,1982-10-01
31365,1982-10-01
15937,1982-09-24
31527,1982-09-21
28941,1982-09-20
30549,1982-09-20
31475,1982-09-20
31895,1982-09-20
31942,1982-09-20
30769,1982-09-10
30958,1982-09-10
31337,1982-09-10
10692,1982-09-03
28108,1982-09-01
28822,1982-09-01
29948,1982-09-01
1758,1982-08-27
3774,1982-08-27
23308,1982-08-27
31609,1982-08-27
16558,1982-08-06
19019,1982-08-06
30796,1982-08-06
28099,1982-08-02
29976,1982-08-02
30500,1982-08-02
27679,1982-07-31
28584,1982-07-31
31034,1982-07-31
19831,1982-07-30
27906,1982-07-30
29308,1982-07-30
30321,1982-07-30
30967,1982-07-30
12767,1982-07-27
17716,1982-07-27
29452,1982-07-16
31683,1982-07-15
18153,1982-07-05
13586,1982-07-02
10454,1982-06-25
15933,1982-06-23
22321,1982-06-12
27899,1982-06-10
31798,1982-06-01
30975,1982-05-31
20794,1982-05-15
18299,1982-05-01
21569,1982-04-30
20988,1982-04-29
22103,1982-04-16
29037,1982-04-15
29935,1982-04-15
21068,1982-04-03
28820,1982-04-03
31193,1982-04-03
4467,1982-04-02
15698,1982-04-02
28251,1982-04-01
15901,1982-03-26
29290,1982-03-15
12015,1982-03-11
19776,1982-03-11
29409,1982-03-09
29727,1982-03-09
30711,1982-03-08
15088,1982-03-01
2376,1982-02-20
12008,1982-02-20
27828,1982-02-20
28244,1982-02-20
29938,1982-02-20
31035,1982-02-20
21623,1982-02-12
3751,1982-02-06
30407,1982-02-05
30702,1982-02-05
30913,1982-02-05
31379,1982-02-05
31481,1982-02-05
31996,1982-02-01
29737,1982-01-25
15997,1982-01-15
30777,1982-01-15
31056,1982-01-15
31268,1982-01-15
31426,1982-01-15
31534,1982-01-15
31668,1982-01-15
16051,1981-12-18
27851,1981-12-17
30938,1981-12-17
31200,1981-12-17
28337,1981-12-09
31519,1981-12-09
31138,1981-12-05
16064,1981-12-04
28675,1981-11-30
30964,1981-11-30
30387,1981-11-20
31773,1981-11-20
28967,1981-11-19
16067,1981-11-04
19379,1981-10-30
22975,1981-10-23
30703,1981-10-07
28604,1981-10-02
20778,1981-09-25
31506,1981-09-15
28630,1981-09-08
28678,1981-09-08
30496,1981-09-08
30603,1981-09-08
30875,1981-08-09
31754,1981-07-10
30272,1981-07-01
31705,1981-06-21
22640,1981-06-19
28190,1981-06-01
29270,1981-05-31
30480,1981-05-18
31017,1981-05-09
29525,1981-04-30
16556,1981-03-17
18373,1981-03-14
20688,1981-03-14
31010,1981-02-09
31721,1981-02-09
28693,1981-01-18
40,1980-12-31
15559,1980-11-21
30901,1980-11-01
29504,1980-10-14
17762,1980-10-11
19611,1980-09-12
31312,1980-09-01
1368,1980-08-08
31014,1980-08-01
31289,1980-07-01
4939,1980-06-28
17615,1980-06-04
30015,1980-06-04
29607,1980-05-01
29900,1980-05-01
31221,1980-05-01
719,1980-04-28
30928,1980-03-01
21751,1980-02-16
19177,1980-02-12
31431,1980-02-01
21291,1980-01-11
20237,1979-10-12
21816,1979-10-12
8249,1979-09-28
17377,1979-09-21
16403,1979-07-14
17710,1979-07-14
9195,1979-06-16
22102,1979-06-14
22110,1979-01-26
16294,1979-01-05
20315,1978-12-16
19575,1978-09-05
856,1978-07-21
16875,1978-03-31
1726,1978-03-01
1733,1978-01-26
3623,1978-01-19
16878,1977-09-02
13914,1977-08-26
21640,1977-07-29
19871,1977-05-20
21218,1977-03-28
415,1977-03-10
19539,1976-12-03
9150,1976-10-19
10070,1976-10-08
638,1976-09-15
20120,1976-09-14
11548,1976-06-28
8780,1976-06-25
21021,1976-06-25
20092,1976-06-14
17902,1976-06-03
18470,1976-05-21
20294,1976-02-25
4921,1976-02-16
20405,1976-01-12
18798,1976-01-10
17376,1975-12-27
19637,1975-12-19
20465,1975-10-24
6203,1975-10-21
20523,1975-10-16
917,1975-07-12
13082,1975-07-01
11427,1975-06-18
15154,1975-05-30
19596,1975-05-09
19377,1975-03-24
20478,1975-02-19
19834,1975-01-03
14250,1974-10-09
7060,1974-10-08
17918,1974-09-27
11543,1974-09-20
3506,1973-10-18
10498,1973-10-05
11170,1973-07-16
16214,1973-05-07
20550,1973-03-26
18535,1973-01-19
18365,1972-05-27
3007,1971-11-30
8332,1971-04-05
10472,1971-02-17
18316,1971-02-16
18254,1971-01-25
1876,1970-10-08
19791,1970-09-03
12227,1970-08-24
19276,1970-08-07
13164,1970-06-25
14987,1970-04-18
14571,1970-02-22
30570,2017-12-15
17719,2017-10-13
1802,2017-05-26
30003,2017-05-05
58302,2017-04-28
35495,2017-03-03
19328,2017-01-27
34951,2017-01-13
91,2016-09-23
11297,2016-08-19
35312,2016-05-06
9956,2016-04-29
20364,2016-03-11
35156,2015-10-02
35259,2015-10-02
34112,2015-07-10
57772,2015-05-08
32102,2015-02-27
33938,2015-02-13
20290,2015-01-23
17557,2015-01-16
34983,2014-12-19
34738,2014-11-07
916,2014-10-24
4862,2014-10-17
28462,2014-07-25
58125,2014-07-18
12483,2014-06-27
10450,2014-06-20
21793,2014-06-20
32368,2014-05-30
32284,2014-05-23
57866,2014-05-16
15062,2014-04-25
35096,2014-02-28
58531,2014-02-28
34296,2014-01-31
17967,2014-01-24
5732,2014-01-17
57431,2013-12-13
14794,2013-10-30
14318,2013-09-13
57041,2013-09-13
19849,2013-08-23
34707,2013-08-23
35016,2013-08-09
34943,2013-08-02
34789,2013-06-07
58358,2013-06-06
35386,2013-05-31
34527,2013-05-14
58185,2013-05-10
58701,2013-05-10
21649,2013-04-26
57158,2013-04-26
26680,2013-04-19
29594,2013-04-19
58034,2013-04-19
58066,2013-04-05
16431,2013-03-08
22476,2013-02-15
57157,2013-01-18
33997,2013-01-11
27331,2012-12-14
57928,2012-11-16
3731,2012-11-02
35009,2012-11-02
27148,2012-10-26
19189,2012-10-19
28144,2012-10-19
58073,2012-10-19
20685,2012-09-28
27316,2012-09-14
35246,2012-09-07
28243,2012-08-03
16240,2012-07-27
1361,2012-07-20
27986,2012-07-20
32711,2012-07-20
57096,2012-07-20
57847,2012-07-20
1056,2012-07-13
19498,2012-07-06
1690,2012-06-15
27405,2012-06-15
35299,2012-06-15
416,2012-06-08
9257,2012-06-08
34515,2012-06-08
35372,2012-06-08
35224,2012-05-18
23156,2012-05-04
23632,2012-04-27
26759,2012-04-27
31495,2012-04-27
32503,2012-04-27
57766,2012-04-27
35527,2012-04-20
33883,2012-03-30
35419,2012-03-23
58068,2012-03-23
57597,2012-03-09
34046,2012-03-02
5687,2012-02-24
29178,2012-02-24
23187,2012-02-10
29761,2012-02-10
16579,2012-01-27
19869,2012-01-27
34823,2012-01-27
35296,2012-01-27
19252,2012-01-20
31581,2012-01-20
57186,2012-01-20
57917,2011-12-16
58343,2011-12-16
14194,2011-11-18
19657,2011-11-18
57860,2011-11-10
19397,2011-11-04
57087,2011-11-04
57759,2011-10-28
21132,2011-10-21
34392,2011-10-21
57036,2011-10-21
57537,2011-10-21
32347,2011-10-14
35395,2011-10-14
57256,2011-10-14
58046,2011-10-14
10216,2011-10-07
20115,2011-10-07
33513,2011-09-30
20408,2011-09-23
33983,2011-09-23
25155,2011-09-09
58226,2011-09-02
58273,2011-09-02
35356,2011-08-19
57212,2011-08-19
57239,2011-08-19
34130,2011-08-18
4744,2011-08-12
22528,2011-08-05
22637,2011-08-05
4392,2011-07-29
58222,2011-07-29
58283,2011-07-29
2994,2011-07-22
35244,2011-07-22
58056,2011-07-22
19554,2011-07-15
34870,2011-07-15
57442,2011-07-15
58238,2011-07-15
27935,2011-07-08
34522,2011-07-08
57835,2011-07-08
57593,2011-06-24
19237,2011-06-17
27583,2011-06-17
58420,2011-06-03
23626,2011-05-27
513,2011-05-20
57213,2011-05-20
57647,2011-05-20
34898,2011-05-06
19797,2011-04-29
26297,2011-04-29
34234,2011-04-29
57625,2011-04-29
58539,2011-04-29
14273,2011-04-15
17750,2011-04-15
19794,2011-04-15
21495,2011-04-15
24099,2011-04-15
57705,2011-04-15
10086,2011-04-08
35418,2011-04-08
34292,2011-03-25
4077,2011-03-11
34818,2011-03-11
34187,2011-02-25
151,2011-02-18
34601,2011-02-18
34783,2011-02-18
57855,2011-02-18
13272,2011-02-11
14939,2011-02-11
34692,2011-02-11
35478,2011-02-11
35242,2011-02-04
57432,2011-02-04
57948,2011-02-04
2303,2011-01-28
5328,2011-01-28
12261,2011-01-28
57646,2011-01-28
19758,2011-01-21
31293,2011-01-21
34516,2011-01-21
57868,2011-01-21
57440,2011-01-14
34965,2011-01-07
57820,2011-01-07
19040,2010-12-17
23306,2010-12-17
34578,2010-12-17
35065,2010-12-17
58052,2010-12-17
58495,2010-12-17
34673,2010-12-10
35561,2010-12-10
5287,2010-11-19
20340,2010-11-19
35078,2010-11-19
14580,2010-11-12
35463,2010-11-12
57831,2010-11-12
31263,2010-11-05
34411,2010-11-05
57885,2010-11-05
58087,2010-11-05
2119,2010-10-22
16089,2010-10-22
22173,2010-10-22
27573,2010-10-22
32251,2010-10-22
32582,2010-10-22
33904,2010-10-22
30898,2010-10-15
34016,2010-10-15
58205,2010-10-15
21777,2010-10-01
35250,2010-10-01
35053,2010-09-24
58308,2010-09-24
182,2010-09-17
27808,2010-09-17
28612,2010-09-17
57107,2010-09-17
57448,2010-09-17
58197,2010-09-17
35061,2010-09-10
15640,2010-08-20
25266,2010-08-20
27090,2010-08-20
27259,2010-08-20
27344,2010-08-20
31623,2010-08-20
32165,2010-08-20
33219,2010-08-20
17599,2010-08-13
34231,2010-08-06
9619,2010-07-30
22643,2010-07-30
31964,2010-07-30
57658,2010-07-30
57669,2010-07-30
10506,2010-07-23
17837,2010-07-23
23181,2010-07-23
27559,2010-07-23
32536,2010-07-23
34486,2010-07-23
35434,2010-07-23
25172,2010-07-16
28136,2010-07-16
28864,2010-07-16
32280,2010-07-16
32571,2010-07-16
35383,2010-07-16
11636,2010-07-09
32456,2010-07-09
35462,2010-07-09
58072,2010-07-09
26563,2010-06-25
34152,2010-06-25
35279,2010-06-25
57110,2010-06-18
32955,2010-06-11
15814,2010-06-04
29341,2010-06-04
31813,2010-06-04
34785,2010-05-28
35106,2010-05-28
57315,2010-05-28
57360,2010-05-28
57814,2010-05-28
57735,2010-05-21
18117,2010-05-14
34255,2010-05-14
35114,2010-05-14
35586,2010-05-14
14246,2010-05-07
16476,2010-05-07
35517,2010-05-07
57697,2010-05-07
17792,2010-04-30
22710,2010-04-30
27150,2010-04-30
30005,2010-04-30
31027,2010-04-30
32185,2010-04-30
58362,2010-04-30
3735,2010-04-23
10888,2010-04-23
22853,2010-04-23
30600,2010-04-23
34658,2010-04-23
34821,2010-04-23
58429,2010-04-23
21521,2010-04-16
23876,2010-04-16
24067,2010-04-16
26619,2010-04-16
28886,2010-04-16
33493,2010-04-16
34878,2010-04-16
57724,2010-04-16
34242,2010-04-09
34678,2010-03-26
34684,2010-03-26
57060,2010-03-26
57399,2010-03-26
8221,2010-03-19
10054,2010-03-19
18806,2010-03-19
24957,2010-03-19
33535,2010-03-19
33989,2010-03-19
58104,2010-03-19
27096,2010-03-12
29561,2010-03-12
58182,2010-03-12
58071,2010-03-11
9268,2010-03-05
27126,2010-03-05
34430,2010-03-05
34976,2010-03-05
38129,2010-02-26
58352,2010-02-26
3287,2010-02-19
29952,2010-02-19
32423,2010-02-19
57586,2010-02-19
15448,2010-02-05
5672,2010-01-29
5702,2010-01-29
16133,2010-01-29
16480,2010-01-29
16730,2010-01-29
23011,2010-01-29
8265,2010-01-22
20501,2010-01-22
22469,2010-01-22
32498,2010-01-22
57147,2010-01-22
1252,2010-01-15
17522,2010-01-15
34705,2010-01-15
22977,2010-01-08
1006,2009-12-18
26348,2009-12-18
26820,2009-12-18
28536,2009-12-18
32167,2009-12-18
32276,2009-12-18
58315,2009-12-18
4731,2009-12-11
22846,2009-12-11
58399,2009-12-11
10440,2009-12-04
12080,2009-12-04
26290,2009-12-04
29776,2009-12-04
32583,2009-12-04
34663,2009-12-04
58016,2009-11-20
22427,2009-11-13
32267,2009-11-13
57914,2009-11-13
19450,2009-11-06
22286,2009-11-06
30329,2009-11-06
32469,2009-11-06
35074,2009-11-06
11677,2009-10-30
18776,2009-10-30
23594,2009-10-30
25222,2009-10-30
30006,2009-10-30
32218,2009-10-30
33782,2009-10-30
34659,2009-10-30
35291,2009-10-30
18321,2009-10-23
35038,2009-10-23
35044,2009-10-23
57525,2009-10-23
57794,2009-10-23
57959,2009-10-23
58336,2009-10-23
23266,2009-10-16
11416,2009-10-02
34824,2009-10-02
57263,2009-10-02
57151,2009-09-25
10100,2009-09-18
57068,2009-09-18
13693,2009-09-11
22868,2009-09-11
57736,2009-09-11
20203,2009-09-04
25231,2009-09-04
27732,2009-09-04
34875,2009-09-04
35030,2009-09-04
1909,2009-08-28
27197,2009-08-28
28312,2009-08-28
22130,2009-08-21
32618,2009-08-21
34682,2009-08-21
57702,2009-08-21
9609,2009-08-14
31559,2009-08-14
34043,2009-08-14
34485,2009-08-14
57645,2009-08-14
23268,2009-08-07
27183,2009-08-07
27364,2009-08-07
9873,2009-07-31
18659,2009-07-31
32288,2009-07-31
34270,2009-07-31
57604,2009-07-31
8486,2009-07-24
27048,2009-07-24
27367,2009-07-24
57105,2009-07-24
57346,2009-07-24
57430,2009-07-24
58065,2009-07-24
23556,2009-07-17
34103,2009-07-17
34341,2009-07-17
34594,2009-07-17
22754,2009-07-10
3644,2009-07-02
9262,2009-07-02
11710,2009-07-02
12093,2009-07-02
15302,2009-07-02
18390,2009-07-02
57667,2009-07-02
9744,2009-06-26
35285,2009-06-26
57332,2009-06-26
57436,2009-06-26
57893,2009-06-26
4614,2009-06-19
27837,2009-06-19
35251,2009-06-19
17309,2009-06-05
5757,2009-05-22
35175,2009-05-22
32247,2009-05-21
34843,2009-05-08
26535,2009-05-01
35461,2009-05-01
57563,2009-05-01
32069,2009-04-24
34369,2009-04-24
34396,2009-04-24
57943,2009-04-24
8266,2009-04-17
33824,2009-04-17
34639,2009-04-10
34881,2009-04-10
22238,2009-03-27
4754,2009-03-20
18243,2009-03-20
18896,2009-03-20
57558,2009-03-06
20078,2009-02-27
34820,2009-02-27
35399,2009-02-20
5431,2009-02-13
16500,2009-02-13
34563,2009-02-13
57342,2009-02-13
22574,2009-02-06
23124,2009-02-06
57017,2009-02-06
26538,2009-01-30
30763,2009-01-30
58001,2009-01-30
33025,2009-01-23
3510,2009-01-16
19733,2009-01-16
25178,2009-01-16
27374,2009-01-16
33143,2009-01-16
33318,2009-01-16
34571,2009-01-16
34959,2009-01-16
35453,2009-01-16
58032,2009-01-16
11568,2008-12-12
35379,2008-12-12
34301,2008-12-05
7213,2008-11-23
18708,2008-11-23
18923,2008-11-23
23360,2008-11-23
58180,2008-11-23
16490,2008-11-21
28344,2008-11-21
30968,2008-11-21
23595,2008-11-07
26870,2008-11-07
57930,2008-10-31
58241,2008-10-24
13789,2008-10-10
57654,2008-10-10
32633,2008-09-25
6782,2008-09-19
34194,2008-09-05
35469,2008-08-29
22728,2008-08-22
57523,2008-08-01
27011,2008-07-25
57961,2008-07-25
29730,2008-07-11
12736,2008-05-30
33901,2008-05-09
1971,2008-03-07
24660,2008-01-25
16848,2007-10-04
32575,2007-09-28
35353,2007-02-02
1249,2004-06-25
26778,2004-03-19
26838,2004-03-12
31330,2004-02-14
27203,2003-11-14
11639,2003-05-09
27094,2003-02-07
16445,2002-12-17
9961,2002-11-08
33784,2002-09-30
29355,2002-06-27
19183,2002-06-26
34979,2002-03-28
26652,2002-03-01
22314,2002-02-07
8966,2002-02-01
22002,2002-01-18
24382,2002-01-11
34248,2001-09-07
32646,2001-07-27
6629,2001-05-03
34264,2001-02-02
3815,2000-12-14
21029,2000-10-13
338,2000-09-29
10985,2000-07-14
25056,2000-06-02
27886,2000-03-10
14228,2000-01-14
21111,2019-11-01
58317,2019-10-25
58112,2019-10-25
10716,2019-05-31
30570,2017-12-15
17719,2017-10-13
1802,2017-05-26
30003,2017-05-05
58302,2017-04-28
35495,2017-03-03
19328,2017-01-27
34951,2017-01-13
91,2016-09-23
11297,2016-08-19
35312,2016-05-06
9956,2016-04-29
20364,2016-03-11
35156,2015-10-02
35259,2015-10-02
34112,2015-07-10
57772,2015-05-08
32102,2015-02-27
33938,2015-02-13
20290,2015-01-23
17557,2015-01-16
34983,2014-12-19
34738,2014-11-07
916,2014-10-24
4862,2014-10-17
28462,2014-07-25
58125,2014-07-18
12483,2014-06-27
21793,2014-06-20
10450,2014-06-20
32368,2014-05-30
32284,2014-05-23
57866,2014-05-16
15062,2014-04-25
58531,2014-02-28
35096,2014-02-28
34296,2014-01-31
17967,2014-01-24
5732,2014-01-17
57431,2013-12-13
14794,2013-10-30
14318,2013-09-13
57041,2013-09-13
34707,2013-08-23
19849,2013-08-23
35016,2013-08-09
34943,2013-08-02
34789,2013-06-07
58358,2013-06-06
35386,2013-05-31
34527,2013-05-14
58185,2013-05-10
58701,2013-05-10
21649,2013-04-26
57158,2013-04-26
58034,2013-04-19
26680,2013-04-19
29594,2013-04-19
58066,2013-04-05
16431,2013-03-08
22476,2013-02-15
57157,2013-01-18
33997,2013-01-11
27331,2012-12-14
57928,2012-11-16
3731,2012-11-02
35009,2012-11-02
27148,2012-10-26
19189,2012-10-19
28144,2012-10-19
58073,2012-10-19
20685,2012-09-28
27316,2012-09-14
35246,2012-09-07
28243,2012-08-03
16240,2012-07-27
27986,2012-07-20
1361,2012-07-20
32711,2012-07-20
57847,2012-07-20
57096,2012-07-20
1056,2012-07-13
19498,2012-07-06
1690,2012-06-15
35299,2012-06-15
27405,2012-06-15
34515,2012-06-08
9257,2012-06-08
35372,2012-06-08
416,2012-06-08
35224,2012-05-18
23156,2012-05-04
23632,2012-04-27
32503,2012-04-27
31495,2012-04-27
57766,2012-04-27
26759,2012-04-27
35527,2012-04-20
33883,2012-03-30
35419,2012-03-23
58068,2012-03-23
57597,2012-03-09
34046,2012-03-02
29178,2012-02-24
5687,2012-02-24
29761,2012-02-10
23187,2012-02-10
19869,2012-01-27
34823,2012-01-27
35296,2012-01-27
16579,2012-01-27
31581,2012-01-20
19252,2012-01-20
57186,2012-01-20
57917,2011-12-16
58343,2011-12-16
19657,2011-11-18
14194,2011-11-18
57860,2011-11-10
57087,2011-11-04
19397,2011-11-04
57759,2011-10-28
21132,2011-10-21
57036,2011-10-21
34392,2011-10-21
57537,2011-10-21
35395,2011-10-14
58046,2011-10-14
32347,2011-10-14
57256,2011-10-14
20115,2011-10-07
10216,2011-10-07
33513,2011-09-30
33983,2011-09-23
20408,2011-09-23
25155,2011-09-09
58226,2011-09-02
58273,2011-09-02
57212,2011-08-19
57239,2011-08-19
35356,2011-08-19
34130,2011-08-18
4744,2011-08-12
22528,2011-08-05
22637,2011-08-05
4392,2011-07-29
58222,2011-07-29
58283,2011-07-29
2994,2011-07-22
35244,2011-07-22
58056,2011-07-22
57442,2011-07-15
34870,2011-07-15
19554,2011-07-15
58238,2011-07-15
57835,2011-07-08
34522,2011-07-08
27935,2011-07-08
57593,2011-06-24
27583,2011-06-17
19237,2011-06-17
58420,2011-06-03
23626,2011-05-27
513,2011-05-20
57647,2011-05-20
57213,2011-05-20
34898,2011-05-06
34234,2011-04-29
19797,2011-04-29
58539,2011-04-29
57625,2011-04-29
26297,2011-04-29
14273,2011-04-15
24099,2011-04-15
17750,2011-04-15
19794,2011-04-15
57705,2011-04-15
21495,2011-04-15
35418,2011-04-08
10086,2011-04-08
34292,2011-03-25
34818,2011-03-11
4077,2011-03-11
34187,2011-02-25
34783,2011-02-18
57855,2011-02-18
34601,2011-02-18
151,2011-02-18
34692,2011-02-11
13272,2011-02-11
14939,2011-02-11
35478,2011-02-11
57948,2011-02-04
35242,2011-02-04
57432,2011-02-04
12261,2011-01-28
57646,2011-01-28
5328,2011-01-28
2303,2011-01-28
31293,2011-01-21
34516,2011-01-21
57868,2011-01-21
19758,2011-01-21
57440,2011-01-14
57820,2011-01-07
34965,2011-01-07
23306,2010-12-17
58052,2010-12-17
35065,2010-12-17
58495,2010-12-17
34578,2010-12-17
19040,2010-12-17
35561,2010-12-10
34673,2010-12-10
5287,2010-11-19
35078,2010-11-19
20340,2010-11-19
35463,2010-11-12
14580,2010-11-12
57831,2010-11-12
57885,2010-11-05
34411,2010-11-05
58087,2010-11-05
31263,2010-11-05
32582,2010-10-22
22173,2010-10-22
16089,2010-10-22
2119,2010-10-22
33904,2010-10-22
32251,2010-10-22
27573,2010-10-22
34016,2010-10-15
58205,2010-10-15
30898,2010-10-15
35250,2010-10-01
21777,2010-10-01
35053,2010-09-24
58308,2010-09-24
28612,2010-09-17
27808,2010-09-17
182,2010-09-17
57448,2010-09-17
58197,2010-09-17
57107,2010-09-17
35061,2010-09-10
27259,2010-08-20
32165,2010-08-20
33219,2010-08-20
27090,2010-08-20
15640,2010-08-20
31623,2010-08-20
27344,2010-08-20
25266,2010-08-20
17599,2010-08-13
34231,2010-08-06
31964,2010-07-30
22643,2010-07-30
9619,2010-07-30
57669,2010-07-30
57658,2010-07-30
23181,2010-07-23
35434,2010-07-23
34486,2010-07-23
10506,2010-07-23
17837,2010-07-23
27559,2010-07-23
32536,2010-07-23
28136,2010-07-16
28864,2010-07-16
32280,2010-07-16
25172,2010-07-16
35383,2010-07-16
32571,2010-07-16
11636,2010-07-09
58072,2010-07-09
32456,2010-07-09
35462,2010-07-09
35279,2010-06-25
34152,2010-06-25
26563,2010-06-25
57110,2010-06-18
32955,2010-06-11
29341,2010-06-04
31813,2010-06-04
15814,2010-06-04
34785,2010-05-28
57315,2010-05-28
57814,2010-05-28
35106,2010-05-28
57360,2010-05-28
57735,2010-05-21
18117,2010-05-14
34255,2010-05-14
35586,2010-05-14
35114,2010-05-14
35517,2010-05-07
57697,2010-05-07
16476,2010-05-07
14246,2010-05-07
22710,2010-04-30
17792,2010-04-30
58362,2010-04-30
30005,2010-04-30
31027,2010-04-30
32185,2010-04-30
27150,2010-04-30
58429,2010-04-23
10888,2010-04-23
30600,2010-04-23
34821,2010-04-23
34658,2010-04-23
22853,2010-04-23
3735,2010-04-23
21521,2010-04-16
33493,2010-04-16
23876,2010-04-16
26619,2010-04-16
24067,2010-04-16
57724,2010-04-16
28886,2010-04-16
34878,2010-04-16
34242,2010-04-09
57060,2010-03-26
34678,2010-03-26
34684,2010-03-26
57399,2010-03-26
8221,2010-03-19
24957,2010-03-19
10054,2010-03-19
33989,2010-03-19
33535,2010-03-19
58104,2010-03-19
18806,2010-03-19
29561,2010-03-12
58182,2010-03-12
27096,2010-03-12
58071,2010-03-11
34430,2010-03-05
34976,2010-03-05
9268,2010-03-05
27126,2010-03-05
38129,2010-02-26
58352,2010-02-26
32423,2010-02-19
29952,2010-02-19
3287,2010-02-19
57586,2010-02-19
15448,2010-02-05
16730,2010-01-29
23011,2010-01-29
5702,2010-01-29
16133,2010-01-29
5672,2010-01-29
16480,2010-01-29
22469,2010-01-22
20501,2010-01-22
32498,2010-01-22
8265,2010-01-22
57147,2010-01-22
1252,2010-01-15
17522,2010-01-15
34705,2010-01-15
22977,2010-01-08
28536,2009-12-18
26348,2009-12-18
26820,2009-12-18
32276,2009-12-18
1006,2009-12-18
32167,2009-12-18
58315,2009-12-18
4731,2009-12-11
58399,2009-12-11
22846,2009-12-11
32583,2009-12-04
10440,2009-12-04
29776,2009-12-04
12080,2009-12-04
26290,2009-12-04
34663,2009-12-04
58016,2009-11-20
57914,2009-11-13
22427,2009-11-13
32267,2009-11-13
32469,2009-11-06
19450,2009-11-06
35074,2009-11-06
30329,2009-11-06
22286,2009-11-06
18776,2009-10-30
33782,2009-10-30
25222,2009-10-30
11677,2009-10-30
30006,2009-10-30
34659,2009-10-30
23594,2009-10-30
35291,2009-10-30
32218,2009-10-30
35038,2009-10-23
57525,2009-10-23
18321,2009-10-23
35044,2009-10-23
58336,2009-10-23
57794,2009-10-23
57959,2009-10-23
23266,2009-10-16
57263,2009-10-02
11416,2009-10-02
34824,2009-10-02
57151,2009-09-25
57068,2009-09-18
10100,2009-09-18
22868,2009-09-11
57736,2009-09-11
13693,2009-09-11
34875,2009-09-04
35030,2009-09-04
27732,2009-09-04
20203,2009-09-04
25231,2009-09-04
27197,2009-08-28
1909,2009-08-28
28312,2009-08-28
32618,2009-08-21
22130,2009-08-21
57702,2009-08-21
34682,2009-08-21
34043,2009-08-14
57645,2009-08-14
34485,2009-08-14
9609,2009-08-14
31559,2009-08-14
23268,2009-08-07
27183,2009-08-07
27364,2009-08-07
18659,2009-07-31
34270,2009-07-31
32288,2009-07-31
57604,2009-07-31
9873,2009-07-31
8486,2009-07-24
27048,2009-07-24
27367,2009-07-24
57105,2009-07-24
57430,2009-07-24
57346,2009-07-24
58065,2009-07-24
34341,2009-07-17
23556,2009-07-17
34103,2009-07-17
34594,2009-07-17
22754,2009-07-10
18390,2009-07-02
57667,2009-07-02
3644,2009-07-02
9262,2009-07-02
15302,2009-07-02
11710,2009-07-02
12093,2009-07-02
57332,2009-06-26
57893,2009-06-26
9744,2009-06-26
35285,2009-06-26
57436,2009-06-26
4614,2009-06-19
27837,2009-06-19
35251,2009-06-19
17309,2009-06-05
5757,2009-05-22
35175,2009-05-22
32247,2009-05-21
34843,2009-05-08
35461,2009-05-01
57563,2009-05-01
26535,2009-05-01
34396,2009-04-24
32069,2009-04-24
34369,2009-04-24
57943,2009-04-24
33824,2009-04-17
8266,2009-04-17
34881,2009-04-10
34639,2009-04-10
22238,2009-03-27
4754,2009-03-20
18896,2009-03-20
18243,2009-03-20
57558,2009-03-06
34820,2009-02-27
20078,2009-02-27
35399,2009-02-20
57342,2009-02-13
16500,2009-02-13
34563,2009-02-13
5431,2009-02-13
22574,2009-02-06
23124,2009-02-06
57017,2009-02-06
26538,2009-01-30
30763,2009-01-30
58001,2009-01-30
33025,2009-01-23
34959,2009-01-16
19733,2009-01-16
11568,2008-12-12
35379,2008-12-12
34301,2008-12-05
28344,2008-11-21
30968,2008-11-21
16490,2008-11-21
23595,2008-11-07
26870,2008-11-07
57930,2008-10-31
58241,2008-10-24
13789,2008-10-10
57654,2008-10-10
32633,2008-09-25
6782,2008-09-19
34194,2008-09-05
35469,2008-08-29
22728,2008-08-22
57523,2008-08-01
57961,2008-07-25
27011,2008-07-25
29730,2008-07-11
12736,2008-05-30
33901,2008-05-09
1971,2008-03-07
24660,2008-01-25
16848,2007-10-04
32575,2007-09-28
35353,2007-02-02
1249,2004-06-25
26778,2004-03-19
26838,2004-03-12
31330,2004-02-14
27203,2003-11-14
11639,2003-05-09
27094,2003-02-07
16445,2002-12-17
9961,2002-11-08
33784,2002-09-30
29355,2002-06-27
19183,2002-06-26
34979,2002-03-28
26652,2002-03-01
22314,2002-02-07
8966,2002-02-01
22002,2002-01-18
24382,2002-01-11
34248,2001-09-07
32646,2001-07-27
6629,2001-05-03
34264,2001-02-02
3815,2000-12-14
21029,2000-10-13
